"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 22 17:27:43 GMT 2022","Tue Nov 22 17:27:52 GMT 2022","8850","","Checkers game test suite","","Checkers game test suite","Scenario 1 - Makes 2 moves and lose 1 piece","Scenario 1 - Makes 2 moves and lose 1 piece",""
