"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 24 03:38:22 GMT 2022","Mon Oct 24 03:38:31 GMT 2022","8199","","Checkers game test suite","","Checkers game test suite","Scenario 1 - Makes 2 moves and lose 1 piece","Scenario 1 - Makes 2 moves and lose 1 piece",""
