"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 24 03:36:02 GMT 2022","Mon Oct 24 03:36:11 GMT 2022","8789","","Checkers game test suite","","Checkers game test suite","Scenario - ","Scenario - ",""
